transaction_id,customer_id,amount
384,5,1192.04
385,2,1369.87
386,7,588.76
387,13,784.75
388,31,661.57
389,29,527.01
390,45,770.91
391,10,2113.84
392,34,1233.12
393,8,749.87
394,87,2237.89
395,88,1849.22
396,30,961.64
397,98,1421.89
398,7,1171.54
399,36,366.87
400,19,2308.35
401,27,799.75
402,69,2151.59
403,44,1936.46
404,50,1875.16
405,33,1532.1
406,63,1713.53
407,74,415.49
408,71,1856.12
409,54,1982.99
410,17,735.4
411,23,1126.6
412,58,798.98
413,7,254.5
414,34,238.95
415,17,1904.5
416,18,1736.46
417,56,1399.66
418,49,1000.74
419,44,2268.57
420,55,2255.82
421,25,299.48
422,20,470.01
423,15,500.67
424,18,1654.09
425,98,587.58
426,14,490.41
427,20,1689.93
428,42,540.42
429,57,1123.17
430,25,799.09
431,28,1601.42
432,36,1742.09
433,17,2245.29
434,45,525.65
435,49,1024.77
436,14,324.17
437,73,703.5
438,46,736.85
439,40,1064.8
440,41,1558.85
441,14,1130.23
442,38,1400.1
443,23,305.6
444,5,630.52
445,43,242.1
446,95,1442.6
447,38,875.84
448,80,2397.94
449,64,1664.77
450,99,1735.52
451,78,388.22
452,13,2355.02
453,50,2102.63
454,46,657.38
455,16,980.31
456,66,1948.64
457,73,1238.68
458,29,468.77
459,2,1944.78
460,56,932.27
461,30,541.64
462,47,1511.12
463,67,1083.82
464,99,584.96
465,71,1064.32
466,13,1398.81
467,99,1928.44
468,7,1748.54
469,17,347.37
470,24,1836.57
471,33,666.81
472,25,1601.58
473,2,2069.46
474,48,1911.95
475,100,2058.86
476,68,1522.59
477,74,1692.9
478,69,1377.09
479,32,2401.76
480,8,1254.73
481,31,196.2
482,12,1306.39
483,49,2087.46
484,72,2233.59
485,89,353.4
486,22,2216.18
487,89,824.95
488,31,2040.42
489,31,370.81
490,45,506.22
491,9,1030.52
492,21,1889.3
493,80,1991.41
494,95,1459.23
495,62,348.79
496,7,1901.89
497,90,2149.89
498,5,953.55
499,31,2120.41
500,70,2235.55
501,11,1124.33
502,15,1229.77
503,34,1745.21
504,13,1264.78
505,28,98.42
506,12,1650.12
507,46,471.74
508,25,864.0
509,39,685.2
510,13,2068.57
511,99,793.96
512,23,1281.18
513,44,847.9
514,37,2215.08
515,57,1571.45
516,39,760.36
517,56,2160.93
518,15,848.89
519,93,2152.31
520,2,1054.35
521,28,681.95
522,62,1485.39
523,32,1752.45
524,43,2099.46
525,38,54.25
526,52,817.92
527,13,62.85
528,79,2457.25
529,77,488.35
530,14,1178.48
531,51,2008.44
532,98,759.97
533,67,1203.73
534,64,1017.83
535,45,1230.36
536,73,120.98
537,69,1707.14
538,50,1065.14
539,95,1032.04
540,3,1023.96
541,73,1473.88
542,17,1537.49
543,5,1180.11
544,16,835.55
545,54,1749.99
546,14,819.78
547,63,1193.66
548,37,1884.04
549,23,938.97
550,20,1187.6
551,41,2349.09
552,55,914.43
553,18,1432.22
554,66,1765.45
555,74,1064.91
556,38,1893.86
557,52,2376.0
558,15,1832.17
559,91,398.2
560,99,1687.61
561,95,740.59
562,71,2408.88
563,30,991.8
564,94,1730.22
565,28,53.66
566,48,884.4
567,4,2381.47
568,26,2242.22
569,49,794.28
570,50,2490.55
571,59,1540.49
572,54,978.25
573,33,540.27
574,55,973.38
575,8,1494.13
576,37,618.18
577,65,1627.46
578,70,1502.55
579,39,100.04
580,61,2141.67
581,90,785.26
582,100,1229.87
583,42,2356.03
584,24,1177.05
585,96,1522.97
586,98,1460.39
587,84,1645.71
588,85,1546.21
589,76,778.18
590,49,405.54
591,42,349.5
592,73,2399.61
593,80,613.86
594,33,940.38
595,1,2046.71
596,70,901.97
597,82,1393.9
598,6,219.31
599,74,260.39
600,1,386.93
601,38,2120.39
602,37,2028.37
603,28,2070.82
604,18,1199.04
605,26,258.12
606,56,2225.95
607,84,2024.75
608,87,2019.75
609,58,14.93
610,92,1464.77
611,2,2086.47
612,22,1294.15
613,42,1266.03
614,86,572.69
615,22,1928.15
616,88,11.45
617,54,831.7
618,26,2082.71
619,30,1445.64
620,7,1296.87
621,15,2063.74
622,42,757.67
623,69,2088.48
624,37,1391.72
625,14,54.53
626,71,1663.53
627,21,2356.29
628,89,2443.7
629,42,1188.17
630,78,2350.06
631,88,1294.53
632,27,188.25
633,55,2009.08
634,95,779.27
635,92,1720.64
636,53,1050.21
637,92,2442.51
638,96,582.01
639,82,551.61
640,44,1430.9
641,100,1223.96
642,90,2094.24
643,56,958.43
644,94,2252.27
645,72,1914.47
646,38,710.57
647,86,117.06
648,46,2038.22
649,12,1191.17
650,47,725.78
651,67,2295.43
652,96,773.35
653,100,1321.37
654,28,1625.84
655,69,2476.65
656,64,1536.78
657,46,435.1
658,35,902.73
659,95,2250.47
660,64,427.38
661,88,373.75
662,84,2111.51
663,76,2403.89
664,76,1492.93
665,2,2497.72
666,79,1804.64
667,32,426.0
668,35,639.17
669,34,2010.85
670,42,1924.16
671,87,2422.64
672,19,216.03
673,30,1382.19
674,87,848.21
675,30,675.92
676,67,1083.35
677,9,706.28
678,45,565.05
679,84,847.02
680,99,1547.07
681,86,2369.16
682,52,2355.28
683,45,1829.83
684,7,2333.84
685,36,201.8
686,55,2185.93
687,63,2454.42
688,62,1055.5
689,78,2043.52
690,88,1622.14
691,44,910.05
692,100,1598.92
693,10,246.07
694,18,545.72
695,61,2286.53
696,78,2488.42
697,91,130.73
698,65,585.83
699,76,181.91
700,79,200.66
701,34,2323.45
702,58,1734.23
703,45,1212.32
704,35,1650.4
705,39,2317.44
706,99,20.23
707,61,2339.66
708,60,1307.47
709,66,859.3
710,94,1338.89
711,79,1415.42
712,12,1299.25
713,78,2060.96
714,97,860.95
715,70,826.2
716,31,1490.86
717,75,646.17
718,67,787.48
719,94,1361.33
720,17,832.49
721,60,1386.25
722,15,2470.38
723,22,181.13
724,18,2362.5
725,42,248.33
726,13,1530.48
727,76,1543.14
728,60,954.03
729,61,1464.32
730,60,1151.82
731,2,1486.0
732,38,1453.58
733,91,1594.14
734,56,550.07
735,61,1256.85
736,55,216.09
737,92,2083.95
738,67,1290.66
739,13,287.71
740,67,1376.38
741,22,368.37
742,9,1411.97
743,13,2180.07
744,14,276.52
745,24,2032.25
746,25,2115.97
747,75,688.26
748,89,175.15
749,87,2.59
750,26,484.74
751,4,415.67
752,96,417.18
753,46,502.56
754,24,2071.72
755,97,1768.46
756,97,423.94
757,38,975.23
758,66,1193.84
759,39,2147.88
760,82,953.43
761,90,1970.17
762,12,1318.11
763,18,1853.48
764,76,304.69
765,15,1918.31
766,66,2400.58
767,2,1573.1
768,79,986.75
769,89,1690.57
770,83,39.19
771,86,1261.62
772,21,1829.8
773,53,2201.95
774,77,1410.34
775,55,1729.52
776,86,963.88
777,90,975.08
778,2,1635.5
779,92,1934.78
780,72,2032.84
781,51,699.83
782,68,688.75
783,58,961.54
784,67,1727.37
785,34,2113.05
786,78,1847.83
787,26,1318.99
788,32,2256.8
789,30,2153.95
790,39,1061.02
791,15,1531.69
792,23,684.37
793,14,2115.9
794,97,1866.06
795,97,871.88
796,11,1263.59
797,60,1060.69
798,2,247.9
799,26,1145.71
800,66,1298.99
801,14,6.84
802,49,517.58
803,51,1090.31
804,15,891.99
805,83,1821.94
806,31,1415.78
807,29,1555.13
808,29,1395.8
809,62,1131.72
810,37,171.48
811,12,769.82
812,31,2183.7
813,99,493.1
814,83,1016.72
815,45,1879.78
816,84,600.83
817,84,275.19
818,5,356.88
819,61,644.27
820,87,1685.45
821,77,438.09
822,56,2275.19
823,14,967.22
824,68,1827.93
825,19,752.03
826,59,132.37
827,26,855.42
828,96,1424.78
829,67,1938.08
830,58,580.58
831,11,1507.93
832,68,693.25
833,89,505.64
834,34,2476.99
835,17,290.69
836,14,102.61
837,75,1914.45
838,74,418.23
839,88,2130.26
840,3,971.43
841,69,1400.2
842,81,2166.69
843,15,1656.36
844,72,1219.0
845,65,2444.81
846,54,365.85
847,38,1764.22
848,98,223.34
849,44,2140.9
850,69,2495.97
851,97,1442.06
852,80,1535.9
853,2,1315.84
854,4,530.21
855,6,1758.46
856,5,1108.02
857,47,1801.94
858,2,2343.59
859,79,61.79
860,45,631.21
861,68,809.54
862,78,772.72
863,36,2405.22
864,93,1106.14
865,76,1073.9
866,93,2344.53
867,39,1728.24
868,99,1465.37
869,31,1677.79
870,57,1562.31
871,18,398.82
872,35,1089.29
873,44,894.32
874,13,1983.47
875,39,1118.25
876,62,377.8
877,10,319.0
878,8,250.41
879,23,1859.29
880,69,1051.39
881,18,2348.98
882,92,2426.77
883,87,1683.5
884,81,2479.17
885,53,644.51
886,4,1504.15
887,5,124.47
888,44,900.93
889,63,204.6
890,57,2088.09
891,92,1628.44
892,92,1125.82
893,39,1382.1
894,20,605.13
895,75,298.96
896,33,2342.57
897,89,1921.26
898,70,1017.2
899,2,636.97
900,84,2001.71
901,24,1830.69
902,45,463.69
903,58,2448.33
904,36,1989.84
905,92,910.59
906,3,360.39
907,61,2017.98
908,38,1036.52
909,42,1160.3
910,92,57.22
911,66,742.32
912,25,1591.02
913,15,879.72
914,86,315.65
915,4,2305.63
916,1,1580.17
917,52,132.43
918,96,1518.83
919,98,1278.53
920,73,1846.51
921,42,798.87
922,18,515.03
923,98,770.8
924,92,7.36
925,1,2072.33
926,61,1578.65
927,38,599.28
928,84,168.87
929,85,199.5
930,100,2086.41
931,92,474.98
932,79,304.8
933,53,2242.97
934,65,1639.92
935,98,1050.79
936,42,882.94
937,49,1835.88
938,24,199.91
939,12,1119.66
940,89,2201.45
941,64,1429.69
942,72,1455.89
943,41,477.02
944,18,442.1
945,16,1163.88
946,11,623.94
947,89,667.11
948,18,2389.68
949,12,1317.89
950,19,1593.1
951,28,1980.03
952,20,2393.45
953,51,1589.67
954,47,2217.18
955,99,1883.26
956,45,611.57
957,68,1835.67
958,39,1283.59
959,9,2298.66
960,27,2087.54
961,53,700.66
962,61,1289.5
963,81,611.62
964,76,2128.85
965,61,2372.23
966,80,1452.3
967,38,1735.13
968,67,1147.58
969,42,330.7
970,97,44.17
971,74,2304.4
972,72,933.29
973,8,400.33
974,99,2323.71
975,99,4.59
976,2,405.46
977,59,1333.76
978,70,705.0
979,99,2352.08
980,69,1317.71
981,91,2063.74
982,62,1416.22
983,18,541.93
984,13,1599.75
985,95,676.78
986,79,1414.8
987,78,1203.95
988,36,1735.8
989,57,145.88
990,26,41.47
991,28,940.1
992,51,1845.24
993,9,1785.52
994,25,2101.16
995,14,262.07
996,95,1010.01
997,26,1234.82
998,77,47.27
999,51,1397.03
1000,89,905.55
